customer_id,churn_probability,risk_level,tenure_months,support_tickets_90d,late_payments_6m,usage_drop_30d,nps_score,contract,payment_method,top_drivers
C000206,0.7003,medium,46,0,0,0.153,18,month_to_month,credit_card,total_charges(+618.18); usage_drop_30d(+0.03); has_premium(+0.00)
C000207,0.3196,low,59,1,0,-0.074,0,one_year,credit_card,total_charges(+414.35); support_tickets_90d(+0.36)
C000208,0.7167,medium,16,0,0,0.184,-19,one_year,credit_card,total_charges(+154.32); nps_score(+9.67); usage_drop_30d(+0.03)
C000209,0.7027,medium,47,3,0,-0.138,-11,one_year,credit_card,total_charges(+362.28); nps_score(+5.60); support_tickets_90d(+1.09)
C000210,0.7438,medium,16,0,1,0.45,15,one_year,credit_card,total_charges(+160.80); late_payments_6m(+0.27); usage_drop_30d(+0.08)
C000211,0.3523,low,44,1,2,-0.171,48,two_year,credit_card,total_charges(+290.91); late_payments_6m(+0.55); support_tickets_90d(+0.36)
C000212,0.6231,medium,48,0,0,0.129,31,month_to_month,credit_card,total_charges(+431.69); usage_drop_30d(+0.02)
C000213,0.6268,medium,27,0,0,0.05,26,two_year,boleto,total_charges(+295.34); usage_drop_30d(+0.01)
C000214,0.234,low,45,0,0,-0.024,94,month_to_month,credit_card,total_charges(+288.05)
C000215,0.7076,medium,17,1,1,-0.036,79,month_to_month,credit_card,total_charges(+129.92); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000216,0.9553,high,5,1,0,0.295,-12,month_to_month,boleto,total_charges(+39.72); nps_score(+6.11); support_tickets_90d(+0.36)
C000217,0.8071,high,6,1,0,0.152,45,month_to_month,credit_card,total_charges(+27.44); support_tickets_90d(+0.36); usage_drop_30d(+0.03)
C000218,0.8742,high,27,3,0,0.023,-22,month_to_month,credit_card,total_charges(+220.52); nps_score(+11.19); support_tickets_90d(+1.09)
C000219,0.8072,high,55,2,2,0.362,29,month_to_month,credit_card,total_charges(+549.00); support_tickets_90d(+0.72); late_payments_6m(+0.55)
C000220,0.938,high,8,1,2,0.029,-28,one_year,boleto,total_charges(+66.02); nps_score(+14.25); late_payments_6m(+0.55)
C000221,0.5855,medium,28,1,1,0.182,-1,two_year,pix,total_charges(+240.96); nps_score(+0.51); support_tickets_90d(+0.36)
C000222,0.6856,medium,43,2,0,-0.191,42,month_to_month,credit_card,total_charges(+411.49); support_tickets_90d(+0.72); has_premium(+0.00)
C000223,0.945,high,13,2,3,-0.182,4,month_to_month,pix,total_charges(+107.40); late_payments_6m(+0.82); support_tickets_90d(+0.72)
C000224,0.7323,medium,44,1,1,0.178,-18,one_year,pix,total_charges(+512.78); nps_score(+9.16); support_tickets_90d(+0.36)
C000225,0.7658,high,19,1,0,0.105,-4,month_to_month,pix,total_charges(+269.33); nps_score(+2.04); support_tickets_90d(+0.36)
C000226,0.8873,high,49,3,1,0.436,-13,month_to_month,pix,total_charges(+402.74); nps_score(+6.61); support_tickets_90d(+1.09)
C000227,0.8704,high,35,2,2,-0.077,34,month_to_month,boleto,total_charges(+382.69); support_tickets_90d(+0.72); late_payments_6m(+0.55)
C000228,0.3553,low,33,0,0,0.172,62,one_year,credit_card,total_charges(+290.83); usage_drop_30d(+0.03)
C000229,0.7423,medium,11,1,0,0.006,13,month_to_month,credit_card,total_charges(+111.54); support_tickets_90d(+0.36); has_premium(+0.00)
C000230,0.8412,high,28,2,1,0.203,56,month_to_month,credit_card,total_charges(+399.17); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000231,0.8391,high,52,2,0,0.188,0,month_to_month,credit_card,total_charges(+573.45); support_tickets_90d(+0.72); usage_drop_30d(+0.04)
C000232,0.853,high,2,3,0,0.045,16,month_to_month,pix,total_charges(+6.56); support_tickets_90d(+1.09); usage_drop_30d(+0.01)
C000233,0.2682,low,46,0,0,-0.083,82,month_to_month,credit_card,total_charges(+498.80)
C000234,0.745,medium,30,1,1,-0.011,14,month_to_month,credit_card,total_charges(+397.08); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000235,0.186,low,44,0,1,-0.15,57,two_year,pix,total_charges(+392.33); late_payments_6m(+0.27)
C000236,0.6491,medium,40,0,0,0.116,-5,month_to_month,credit_card,total_charges(+501.79); nps_score(+2.54); usage_drop_30d(+0.02)
C000237,0.8152,high,26,2,1,-0.456,19,month_to_month,credit_card,total_charges(+185.42); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000238,0.693,medium,19,0,0,-0.055,-10,month_to_month,credit_card,total_charges(+92.32); nps_score(+5.09); has_premium(+0.00)
C000239,0.6387,medium,38,2,0,0.213,22,two_year,credit_card,total_charges(+372.08); support_tickets_90d(+0.72); usage_drop_30d(+0.04)
C000240,0.8837,high,9,1,1,0.208,28,month_to_month,credit_card,total_charges(+38.92); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000241,0.3754,low,36,1,0,-0.24,46,one_year,credit_card,total_charges(+319.31); support_tickets_90d(+0.36); has_premium(+0.00)
C000242,0.8131,high,6,1,1,0.155,0,two_year,boleto,total_charges(+81.76); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000243,0.5537,medium,39,1,1,-0.155,14,two_year,credit_card,total_charges(+142.51); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000244,0.6008,medium,38,2,2,-0.018,62,two_year,boleto,total_charges(+215.93); support_tickets_90d(+0.72); late_payments_6m(+0.55)
C000245,0.9263,high,6,2,1,0.188,-22,month_to_month,credit_card,total_charges(+36.39); nps_score(+11.19); support_tickets_90d(+0.72)
C000246,0.8477,high,46,0,0,-0.126,-67,month_to_month,credit_card,total_charges(+424.91); nps_score(+34.09)
C000247,0.5785,medium,25,1,0,0.307,-3,two_year,credit_card,total_charges(+213.89); nps_score(+1.53); support_tickets_90d(+0.36)
C000248,0.5325,medium,48,2,0,0.096,41,one_year,boleto,total_charges(+665.09); support_tickets_90d(+0.72); usage_drop_30d(+0.02)
C000249,0.8952,high,3,2,1,0.133,23,one_year,boleto,total_charges(+41.41); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000250,0.8339,high,11,2,0,0.244,-13,two_year,credit_card,total_charges(+118.80); nps_score(+6.61); support_tickets_90d(+0.72)
C000251,0.8084,high,30,4,0,0.21,22,one_year,boleto,total_charges(+304.47); support_tickets_90d(+1.45); usage_drop_30d(+0.04)
C000252,0.7898,high,12,1,1,0.195,7,one_year,credit_card,total_charges(+126.62); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000253,0.8401,high,20,0,0,-0.068,-35,month_to_month,pix,total_charges(+141.25); nps_score(+17.81)
C000254,0.6728,medium,40,1,1,-0.15,8,month_to_month,pix,total_charges(+483.29); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000255,0.9613,high,9,6,1,-0.001,46,month_to_month,credit_card,total_charges(+54.49); support_tickets_90d(+2.17); late_payments_6m(+0.27)
C000256,0.7407,medium,41,2,1,0.135,10,one_year,credit_card,total_charges(+484.43); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000257,0.7068,medium,7,0,0,-0.181,-33,two_year,credit_card,total_charges(+90.64); nps_score(+16.79)
C000258,0.5293,medium,11,0,0,0.155,80,two_year,boleto,total_charges(+112.34); usage_drop_30d(+0.03)
C000259,0.848,high,36,1,0,0.117,-15,month_to_month,credit_card,total_charges(+322.29); nps_score(+7.63); support_tickets_90d(+0.36)
C000260,0.6105,medium,48,2,1,0.017,33,one_year,credit_card,total_charges(+523.67); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000261,0.8564,high,11,4,1,0.061,49,month_to_month,pix,total_charges(+14.03); support_tickets_90d(+1.45); late_payments_6m(+0.27)
C000262,0.6611,medium,18,1,0,0.062,35,month_to_month,credit_card,total_charges(+185.72); support_tickets_90d(+0.36); usage_drop_30d(+0.01)
C000263,0.3797,low,56,0,0,0.129,12,two_year,pix,total_charges(+510.87); usage_drop_30d(+0.02)
C000264,0.6243,medium,60,1,1,0.184,-44,two_year,credit_card,total_charges(+560.53); nps_score(+22.39); support_tickets_90d(+0.36)
C000265,0.5138,medium,35,1,0,0.567,61,one_year,pix,total_charges(+413.29); support_tickets_90d(+0.36); usage_drop_30d(+0.11)
C000266,0.833,high,27,1,0,0.08,-21,one_year,boleto,total_charges(+257.77); nps_score(+10.68); support_tickets_90d(+0.36)
C000267,0.457,low,21,0,0,-0.066,54,month_to_month,credit_card,total_charges(+124.57)
C000268,0.2006,low,37,1,0,-0.293,59,one_year,credit_card,total_charges(+333.84); support_tickets_90d(+0.36); has_premium(+0.00)
C000269,0.7787,high,36,1,1,-0.203,-23,month_to_month,credit_card,total_charges(+345.68); nps_score(+11.70); support_tickets_90d(+0.36)
C000270,0.8391,high,18,0,0,-0.086,-23,month_to_month,boleto,total_charges(+183.60); nps_score(+11.70)
C000271,0.7147,medium,2,0,2,0.174,6,one_year,credit_card,total_charges(+24.91); late_payments_6m(+0.55); usage_drop_30d(+0.03)
C000272,0.8378,high,10,3,0,-0.021,52,month_to_month,pix,total_charges(+126.44); support_tickets_90d(+1.09)
C000273,0.7427,medium,58,1,1,0.123,-1,one_year,boleto,total_charges(+355.94); nps_score(+0.51); support_tickets_90d(+0.36)
C000274,0.6698,medium,26,0,0,-0.082,23,month_to_month,pix,total_charges(+256.15)
C000275,0.8057,high,29,1,1,0.132,2,month_to_month,credit_card,total_charges(+390.81); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000276,0.7926,high,29,1,1,0.207,47,month_to_month,credit_card,total_charges(+126.30); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000277,0.768,high,47,1,0,-0.022,-2,month_to_month,credit_card,total_charges(+464.88); nps_score(+1.02); support_tickets_90d(+0.36)
C000278,0.8273,high,4,1,0,0.128,-5,month_to_month,credit_card,total_charges(+29.65); nps_score(+2.54); support_tickets_90d(+0.36)
C000279,0.7141,medium,5,2,0,-0.029,-16,one_year,credit_card,total_charges(+49.07); nps_score(+8.14); support_tickets_90d(+0.72)
C000280,0.8108,high,17,0,0,-0.172,-17,month_to_month,credit_card,total_charges(+114.51); nps_score(+8.65)
C000281,0.8607,high,30,0,2,0.15,57,month_to_month,boleto,total_charges(+277.12); late_payments_6m(+0.55); usage_drop_30d(+0.03)
C000282,0.467,low,41,0,1,0.124,7,one_year,credit_card,total_charges(+622.88); late_payments_6m(+0.27); usage_drop_30d(+0.02)
C000283,0.4742,low,30,0,0,0.157,-13,one_year,credit_card,total_charges(+166.29); nps_score(+6.61); usage_drop_30d(+0.03)
C000284,0.5963,medium,27,0,0,0.222,-38,one_year,credit_card,total_charges(+160.40); nps_score(+19.33); usage_drop_30d(+0.04)
C000285,0.9382,high,57,4,1,0.005,11,month_to_month,boleto,total_charges(+317.85); support_tickets_90d(+1.45); late_payments_6m(+0.27)
C000286,0.9365,high,10,4,0,0.018,-9,one_year,boleto,total_charges(+143.65); nps_score(+4.58); support_tickets_90d(+1.45)
C000287,0.903,high,35,1,0,-0.001,-15,month_to_month,boleto,total_charges(+280.47); nps_score(+7.63); support_tickets_90d(+0.36)
C000288,0.6725,medium,33,0,0,0.112,-7,month_to_month,credit_card,total_charges(+318.67); nps_score(+3.56); usage_drop_30d(+0.02)
C000289,0.8698,high,29,1,2,0.025,24,month_to_month,boleto,total_charges(+236.88); late_payments_6m(+0.55); support_tickets_90d(+0.36)
C000290,0.5469,medium,49,0,0,0.073,-21,one_year,boleto,total_charges(+331.55); nps_score(+10.68); usage_drop_30d(+0.01)
C000291,0.7666,high,17,0,0,-0.08,9,month_to_month,credit_card,total_charges(+148.10); has_premium(+0.00)
C000292,0.2562,low,58,0,0,-0.135,51,two_year,credit_card,total_charges(+985.65)
C000293,0.7667,high,20,2,0,-0.114,1,month_to_month,pix,total_charges(+277.65); support_tickets_90d(+0.72)
C000294,0.8218,high,33,1,1,0.125,-17,month_to_month,credit_card,total_charges(+226.70); nps_score(+8.65); support_tickets_90d(+0.36)
C000295,0.7995,high,32,2,1,0.042,57,month_to_month,credit_card,total_charges(+370.51); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000296,0.3065,low,51,1,0,-0.039,17,one_year,credit_card,total_charges(+348.82); support_tickets_90d(+0.36)
C000297,0.9144,high,27,3,1,0.169,14,month_to_month,pix,total_charges(+113.86); support_tickets_90d(+1.09); late_payments_6m(+0.27)
C000298,0.6428,medium,18,3,0,0.312,38,one_year,credit_card,total_charges(+216.64); support_tickets_90d(+1.09); usage_drop_30d(+0.06)
C000299,0.7308,medium,2,1,0,-0.039,17,month_to_month,pix,total_charges(+25.13); support_tickets_90d(+0.36)
C000300,0.682,medium,22,0,0,-0.145,22,month_to_month,pix,total_charges(+283.34); has_premium(+0.00)
C000301,0.7096,medium,50,1,0,0.22,-35,one_year,boleto,total_charges(+408.24); nps_score(+17.81); support_tickets_90d(+0.36)
C000302,0.7157,medium,1,0,0,0.053,-9,one_year,credit_card,nps_score(+4.58); total_charges(+3.40); usage_drop_30d(+0.01)
C000303,0.4759,low,54,4,0,0.017,85,one_year,credit_card,total_charges(+632.76); support_tickets_90d(+1.45); usage_drop_30d(+0.00)
C000304,0.8731,high,33,1,2,0.233,-16,month_to_month,pix,total_charges(+350.92); nps_score(+8.14); late_payments_6m(+0.55)
C000305,0.5628,medium,9,0,2,0.003,22,one_year,pix,total_charges(+75.89); late_payments_6m(+0.55); usage_drop_30d(+0.00)
C000306,0.3826,low,19,1,0,0.121,81,one_year,pix,total_charges(+79.04); support_tickets_90d(+0.36); usage_drop_30d(+0.02)
C000307,0.4617,low,34,1,2,0.079,44,two_year,pix,total_charges(+335.94); late_payments_6m(+0.55); support_tickets_90d(+0.36)
C000308,0.9037,high,19,0,0,0.634,30,month_to_month,boleto,total_charges(+244.75); usage_drop_30d(+0.12)
C000309,0.6118,medium,7,0,1,0.026,-8,two_year,credit_card,total_charges(+40.09); nps_score(+4.07); late_payments_6m(+0.27)
C000310,0.6447,medium,40,1,0,0.219,-2,two_year,credit_card,total_charges(+461.27); nps_score(+1.02); support_tickets_90d(+0.36)
C000311,0.7659,high,41,1,0,0.005,9,month_to_month,credit_card,total_charges(+433.22); support_tickets_90d(+0.36); usage_drop_30d(+0.00)
C000312,0.7253,medium,8,1,1,0.131,32,one_year,credit_card,total_charges(+92.15); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000313,0.5516,medium,17,1,0,0.015,65,month_to_month,credit_card,total_charges(+198.71); support_tickets_90d(+0.36); usage_drop_30d(+0.00)
C000314,0.7367,medium,15,0,1,0.193,24,month_to_month,credit_card,total_charges(+112.02); late_payments_6m(+0.27); usage_drop_30d(+0.04)
C000315,0.6575,medium,40,1,1,0.033,0,one_year,credit_card,total_charges(+181.07); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000316,0.7006,medium,44,1,1,0.141,17,month_to_month,credit_card,total_charges(+345.87); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000317,0.8398,high,44,0,2,-0.086,38,month_to_month,boleto,total_charges(+540.40); late_payments_6m(+0.55); has_premium(+0.00)
C000318,0.5215,medium,57,0,1,-0.093,32,one_year,boleto,total_charges(+455.99); late_payments_6m(+0.27); has_premium(+0.00)
C000319,0.6504,medium,47,2,0,-0.289,11,two_year,boleto,total_charges(+349.07); support_tickets_90d(+0.72)
C000320,0.9172,high,20,1,1,0.116,-19,month_to_month,boleto,total_charges(+82.60); nps_score(+9.67); support_tickets_90d(+0.36)
C000321,0.842,high,7,3,0,-0.067,58,month_to_month,credit_card,total_charges(+97.72); support_tickets_90d(+1.09)
C000322,0.9171,high,37,2,1,0.445,11,month_to_month,credit_card,total_charges(+446.62); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000323,0.6003,medium,55,0,2,-0.035,29,month_to_month,credit_card,total_charges(+652.74); late_payments_6m(+0.55); has_premium(+0.00)
C000324,0.7372,medium,59,3,0,0.274,-4,two_year,credit_card,total_charges(+741.24); nps_score(+2.04); support_tickets_90d(+1.09)
C000325,0.9784,high,14,2,2,0.256,-5,month_to_month,boleto,total_charges(+155.67); nps_score(+2.54); support_tickets_90d(+0.72)
C000326,0.569,medium,15,1,0,0.006,37,one_year,boleto,total_charges(+130.88); support_tickets_90d(+0.36); usage_drop_30d(+0.00)
C000327,0.8814,high,3,1,1,-0.083,-24,month_to_month,credit_card,total_charges(+31.71); nps_score(+12.21); support_tickets_90d(+0.36)
C000328,0.8091,high,9,1,1,0.026,-21,two_year,pix,total_charges(+73.75); nps_score(+10.68); support_tickets_90d(+0.36)
C000329,0.8051,high,34,2,1,0.254,73,month_to_month,credit_card,total_charges(+591.26); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000330,0.409,low,33,0,1,0.461,49,two_year,credit_card,total_charges(+381.43); late_payments_6m(+0.27); usage_drop_30d(+0.09)
C000331,0.5488,medium,23,1,1,-0.172,35,one_year,pix,total_charges(+182.30); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000332,0.7998,high,19,1,1,0.053,-18,two_year,boleto,total_charges(+207.75); nps_score(+9.16); support_tickets_90d(+0.36)
C000333,0.829,high,50,1,1,-0.059,28,month_to_month,boleto,total_charges(+324.96); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000334,0.5798,medium,28,1,0,-0.015,17,two_year,boleto,total_charges(+396.01); support_tickets_90d(+0.36)
C000335,0.7449,medium,49,0,0,0.357,5,month_to_month,credit_card,total_charges(+368.18); usage_drop_30d(+0.07)
C000336,0.583,medium,58,1,0,-0.089,17,one_year,boleto,total_charges(+640.51); support_tickets_90d(+0.36)
C000337,0.8797,high,20,2,2,-0.239,-30,one_year,boleto,total_charges(+254.41); nps_score(+15.26); support_tickets_90d(+0.72)
C000338,0.9121,high,13,0,0,0.086,-52,month_to_month,credit_card,total_charges(+134.32); nps_score(+26.46); usage_drop_30d(+0.02)
C000339,0.5173,medium,58,1,0,0.118,30,month_to_month,credit_card,total_charges(+579.07); support_tickets_90d(+0.36); usage_drop_30d(+0.02)
C000340,0.4669,low,39,0,0,-0.026,26,month_to_month,pix,total_charges(+372.25)
C000341,0.3991,low,18,1,0,-0.073,29,two_year,credit_card,total_charges(+171.16); support_tickets_90d(+0.36)
C000342,0.6518,medium,38,0,1,0.079,47,month_to_month,pix,total_charges(+294.44); late_payments_6m(+0.27); usage_drop_30d(+0.01)
C000343,0.5224,medium,31,1,0,-0.193,38,month_to_month,credit_card,total_charges(+251.82); support_tickets_90d(+0.36)
C000344,0.3267,low,55,0,1,0.126,72,one_year,credit_card,total_charges(+769.47); late_payments_6m(+0.27); usage_drop_30d(+0.02)
C000345,0.6964,medium,16,2,0,-0.013,61,one_year,boleto,total_charges(+140.60); support_tickets_90d(+0.72)
C000346,0.7634,high,60,0,0,0.3,22,month_to_month,boleto,total_charges(+428.44); usage_drop_30d(+0.06); has_premium(+0.00)
C000347,0.5211,medium,57,1,0,0.107,26,month_to_month,credit_card,total_charges(+452.52); support_tickets_90d(+0.36); usage_drop_30d(+0.02)
C000348,0.8621,high,11,1,1,0.022,28,month_to_month,credit_card,total_charges(+146.71); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000349,0.8909,high,10,2,1,0.009,-34,one_year,credit_card,total_charges(+110.68); nps_score(+17.30); support_tickets_90d(+0.72)
C000350,0.67,medium,32,0,0,-0.298,52,month_to_month,boleto,total_charges(+357.08); has_premium(+0.00)
C000351,0.8115,high,3,0,1,0.028,40,month_to_month,credit_card,total_charges(+22.37); late_payments_6m(+0.27); usage_drop_30d(+0.01)
C000352,0.5975,medium,18,0,0,0.013,-38,one_year,credit_card,total_charges(+209.23); nps_score(+19.33); usage_drop_30d(+0.00)
C000353,0.6975,medium,27,2,0,0.059,74,month_to_month,credit_card,total_charges(+200.99); support_tickets_90d(+0.72); usage_drop_30d(+0.01)
C000354,0.2556,low,59,0,0,0.016,5,two_year,credit_card,total_charges(+518.62); usage_drop_30d(+0.00)
C000355,0.6158,medium,60,2,0,0.307,16,one_year,credit_card,total_charges(+752.97); support_tickets_90d(+0.72); usage_drop_30d(+0.06)
C000356,0.6738,medium,10,2,1,0.002,15,two_year,credit_card,total_charges(+121.26); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000357,0.7852,high,54,1,0,-0.102,14,month_to_month,boleto,total_charges(+348.12); support_tickets_90d(+0.36)
C000358,0.4416,low,6,0,0,-0.25,100,month_to_month,pix,total_charges(+35.73); has_premium(+0.00)
C000359,0.7381,medium,45,1,0,-0.03,11,month_to_month,credit_card,total_charges(+447.72); support_tickets_90d(+0.36)
C000360,0.7355,medium,51,2,1,-0.138,9,month_to_month,credit_card,total_charges(+748.03); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000361,0.515,medium,54,1,1,-0.184,21,month_to_month,pix,total_charges(+202.80); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000362,0.8328,high,14,0,0,-0.006,-10,month_to_month,credit_card,total_charges(+145.83); nps_score(+5.09)
