customer_id,churn_probability,risk_level
C004952,0.6534,medium
C004953,0.9136,high
C004954,0.7053,medium
C004955,0.5873,medium
C004956,0.631,medium
C004957,0.8186,high
C004958,0.528,medium
C004959,0.271,low
C004960,0.9332,high
C004961,0.7259,medium
C004962,0.8295,high
C004963,0.9092,high
C004964,0.6901,medium
C004965,0.7409,medium
C004966,0.4242,low
C004967,0.8204,high
C004968,0.6179,medium
C004969,0.927,high
C004970,0.8624,high
C004971,0.8354,high
C004972,0.3153,low
C004973,0.5062,medium
C004974,0.4986,low
C004975,0.7369,medium
C004976,0.462,low
C004977,0.624,medium
C004978,0.7179,medium
C004979,0.7314,medium
C004980,0.6552,medium
C004981,0.6073,medium
C004982,0.8683,high
C004983,0.3407,low
C004984,0.9673,high
C004985,0.6849,medium
C004986,0.3171,low
C004987,0.4782,low
C004988,0.2405,low
C004989,0.3888,low
C004990,0.8078,high
C004991,0.8976,high
C004992,0.434,low
C004993,0.67,medium
C004994,0.8436,high
C004995,0.8465,high
C004996,0.8786,high
C004997,0.7424,medium
C004998,0.5381,medium
C004999,0.8045,high
